# tiempo, incerteza
18.6624 0.0231
9.9750 0.0403
9.32417 0.00798
7.60901 0.00470
7.55953 0.00359
7.40749 0.00770
9.96937 0.00948
7.52847 0.00999
9.9423 0.0162
7.42994 0.00671
10.11175 0.00676
7.4398 0.0161
7.5141 0.0177
5.93759 0.00927
7.5767 0.0101
5.88605 0.00520
10.0138 0.0351
7.57031 0.00344
10.05183 0.00895
7.4606 0.0123
5.97017 0.00464
5.86164 0.00981
5.8372 0.0102
